	PF04127	PF00392	PF07840	PF01053	PF05861	PF06007	PF06754	PF05845	PF00270	PF00295	PF01124	PF01172	PF01925	PF01951	PF02450	PF04991	PF05239	PF05406	PF07521	PF08223	PF08866	PF09377	PF12678	PF13840	PF01055	PF01687	PF02599	PF02657	PF03006	PF03551	PF04117	PF05257	PF07848	PF12897	PF16657	PF01603	PF01941	PF02463	PF02602	PF03370	PF03390	PF03749	PF03971	PF04358	PF04667	PF04691	PF04711	PF04775	PF05309	PF05778	PF06377	PF06398	PF06446	PF06475	PF06959	PF07464	PF07574	PF07858	PF08335	PF08495	PF09170	PF09472	PF09508	PF09512	PF09984	PF10283	PF10414	PF10442	PF11262	PF11955	PF12513	PF12573	PF12741	PF12873	PF14051	PF14464	PF14721	PF00885	PF01074	PF01791	PF01862	PF02643	PF02645	PF02661	PF03976	PF04043	PF05153	PF05770	PF06153	PF06267	PF06755	PF07501	PF07748	PF08714	PF08882	PF08975	PF09055	PF10590	PF13201	PF13790	PF16116	PF16155	PF16983
Coriobacterium glomerans PW2	1	15	0	5	0	0	0	0	8	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	1	1	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Beutenbergia cavernae DSM 12333	1	24	0	8	0	0	0	0	13	0	0	0	2	0	0	2	1	0	1	0	0	0	0	1	2	1	0	1	1	14	0	0	0	2	1	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Anaerolinea thermophila UNI-1	1	5	0	7	0	0	0	0	8	0	0	0	2	1	0	0	1	0	2	0	0	0	0	2	0	1	0	1	0	3	0	0	0	1	4	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	1	7	0	1	0	0	0	3	0	0	2	1	0	0	0	1	0	0	0	0	0	0
Thermodesulfobacterium commune DSM 2178	1	1	0	2	0	0	0	0	8	0	0	0	5	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas elongata DSM 2581	1	29	0	3	0	0	0	0	8	0	0	0	5	0	0	0	2	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	3	0	0	0	3	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Acidithiobacillus thiooxidans ATCC 19377	1	2	0	4	1	1	1	1	12	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Thermoanaerobacter ethanolicus JW 200	1	9	0	12	0	0	0	0	4	0	0	0	5	0	1	0	3	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0
Thermithiobacillus tepidarius DSM 3134	1	0	0	4	0	0	0	0	9	0	2	0	3	1	0	0	4	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobaculum aquaticum	1	2	0	7	0	0	0	0	4	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermomicrobium roseum DSM 5159	1	7	0	9	0	0	0	0	10	0	0	0	2	1	0	0	5	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	3	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Aerococcus viridans ATCC 11563	1	5	0	6	0	0	0	0	9	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Piscirickettsia salmonis LF-89 = ATCC VR-1361	1	1	0	5	0	0	0	0	7	0	0	0	4	0	0	0	1	0	0	0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Saccharospirillum impatiens DSM 12546	2	15	0	7	1	1	1	1	15	0	1	0	8	0	0	1	1	0	3	0	0	0	0	2	0	1	1	1	1	1	0	0	0	1	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	5	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Holophaga foetida DSM 6591	1	1	0	7	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliea salexigens DSM 19537	1	5	0	4	0	0	0	0	13	0	2	0	4	0	0	0	1	0	2	0	0	0	0	2	0	1	3	1	0	1	0	0	0	3	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Methanomassiliicoccus luminyensis B10	1	1	0	8	0	0	0	0	11	0	0	1	1	1	0	0	2	0	2	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium spiritivorum ATCC 33861	1	10	0	10	0	0	0	0	14	4	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	4	0	0	0	4	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
Desulfuromonas acetoxidans DSM 684	1	3	0	5	0	0	0	0	9	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurococcus mucosus DSM 2162	1	0	0	2	0	0	0	0	9	0	0	1	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium violaceum ATCC 12472	1	16	0	7	1	1	1	1	10	0	2	0	4	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fusobacterium nucleatum subsp. nucleatum ATCC 25586	1	5	0	7	0	0	0	0	9	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobium narugense DSM 14796	1	1	0	6	0	0	0	0	5	0	0	0	12	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliangium ochraceum DSM 14365	1	2	1	11	0	0	0	0	20	0	2	0	1	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	2	0	1	0	0	1	0	0	4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Eggerthella lenta DSM 2243	1	13	0	4	1	1	1	1	14	0	0	0	2	0	0	4	2	0	1	0	0	0	0	1	0	1	0	0	1	6	0	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Kosmotoga olearia TBF 19.5.1	1	8	0	4	0	0	0	0	9	0	0	0	1	0	0	0	3	0	1	0	0	0	0	1	2	1	0	0	1	4	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Halobacteroides halobius DSM 5150	1	7	0	12	0	0	0	0	9	0	0	0	1	0	1	0	3	0	2	0	0	0	0	2	1	1	1	0	1	1	0	0	0	1	4	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola abscessus CCUG 55929	0	0	0	8	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Desulfobacter postgatei 2ac9	1	2	0	4	0	0	0	0	15	0	0	0	7	1	0	0	1	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erythrobacter longus	1	4	0	9	0	0	0	0	11	0	3	0	3	0	0	0	2	0	1	0	0	0	0	2	0	1	0	1	1	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Tomitella biformata AHU 1821	1	14	0	7	0	0	0	0	18	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	5	0	1	1	2	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Methanocella paludicola SANAE	1	0	0	10	0	0	0	0	10	0	0	1	1	1	0	0	2	0	4	0	0	1	0	3	0	0	0	0	0	9	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Elusimicrobium minutum Pei191	0	0	0	5	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halanaerobium praevalens DSM 2228	1	8	0	7	0	0	0	0	7	0	0	0	1	0	0	0	2	0	1	0	0	0	0	2	1	1	1	0	1	0	0	0	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	4	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Halobacteriovorax marinus SJ	1	0	0	3	0	0	0	0	12	0	1	0	4	0	0	0	2	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ruania albidiflava DSM 18029	1	22	0	4	0	0	0	0	13	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	5	1	0	1	1	8	0	0	0	1	1	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0
Bdellovibrio bacteriovorus HD100	1	0	0	4	0	0	0	0	14	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Synergistes jonesii	1	22	0	7	0	0	0	0	7	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Truepera radiovictrix DSM 17093	1	5	0	8	0	0	0	0	10	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	2	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
Thiothrix nivea DSM 5205	1	7	0	6	0	0	0	0	15	0	1	0	9	0	2	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Chitinophaga pinensis DSM 2588	1	15	0	14	0	0	0	0	16	2	0	0	3	0	0	0	0	3	1	0	0	0	0	2	2	1	0	2	0	3	0	0	0	4	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	1	2	0	1	0	2	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
Paenibacillus polymyxa ATCC 842	1	21	0	14	0	0	0	0	10	1	0	0	0	0	0	0	4	0	2	0	0	0	0	2	1	1	1	0	1	6	0	0	0	4	3	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	3	0	1	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0
Algiphilus aromaticivorans DG1253	1	4	0	3	0	0	0	0	11	0	3	0	4	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Desulfohalobium retbaense DSM 5692	1	4	0	2	0	0	0	0	9	0	0	0	3	1	0	0	1	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Herpetosiphon aurantiacus DSM 785	1	5	1	10	0	0	0	0	14	0	0	0	3	0	0	0	4	1	2	0	0	0	0	2	3	1	0	0	1	5	0	1	0	2	5	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	1	3	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Selenomonas sputigena ATCC 35185	1	1	0	10	0	0	0	0	7	0	0	0	3	0	0	0	2	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waddlia chondrophila WSU 86-1044	0	0	0	3	0	0	0	0	5	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylococcus capsulatus str. Texas = ATCC 19069	1	0	0	2	0	0	0	0	15	0	0	0	5	1	0	0	1	0	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Deinococcus radiodurans ATCC 13939	1	6	0	6	0	0	0	0	8	0	0	0	2	0	1	0	4	2	2	0	0	0	0	2	0	1	0	1	1	9	0	0	0	3	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	5	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Ktedonobacter racemifer DSM 44963	2	33	0	12	1	1	1	1	17	0	0	0	9	1	1	0	5	0	2	0	0	0	0	2	2	1	7	0	1	17	0	14	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	3	4	0	0	1	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Desulfurobacterium thermolithotrophum DSM 11699	1	0	0	2	0	0	0	0	5	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rikenella microfusus DSM 15922	1	1	0	4	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Akkermansia muciniphila	1	3	0	5	0	0	0	0	8	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Caldisericum exile AZM16c01	1	2	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cytophaga hutchinsonii ATCC 33406	1	1	0	7	0	0	0	0	19	0	0	0	4	0	0	0	1	2	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Parvularcula bermudensis HTCC2503	1	0	0	6	0	0	0	0	10	0	3	0	2	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Intrasporangium calvum DSM 43043	1	12	0	10	0	0	0	0	16	0	0	0	5	0	0	0	1	0	2	0	0	0	0	1	1	1	0	1	1	4	0	1	0	4	1	0	0	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Lachnospira multipara ATCC 19207	1	5	0	8	0	0	0	0	7	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	3	0	1	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Alteromonas macleodii ATCC 27126	1	9	1	7	0	0	0	0	19	2	2	0	7	0	0	1	2	0	1	1	0	0	0	3	2	1	1	2	1	0	0	0	0	3	0	0	0	3	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Thermomonospora curvata DSM 43183	1	25	0	6	0	0	0	0	14	0	0	0	5	1	3	0	2	0	3	1	0	0	0	1	0	1	1	0	1	10	0	4	1	1	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
Methylocystis parvus OBBP	1	3	0	10	0	0	0	0	14	0	2	0	3	0	0	0	5	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	5	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0
